Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1CC7CT,2016.09,2411.012,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2016.12,2467.316,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2017.03,2550.788,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2017.06,2615.625,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2017.09,2626.13,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2017.12,2642.316,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2018.03,2709.642,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2018.06,2773.56,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2018.09,2802.188,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2018.12,2838.649,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2019.03,2851.419,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2019.06,2861.437,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2019.09,2886.511,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2019.12,2881.078,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2020.03,2848.186,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2020.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2020.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2020.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2021.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2021.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC7CT,2021.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Metal Product Manufacturing,Current prices,Trend,
BDCQ.SF1CC8CA,2016.06,2816.89,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2016.09,2921.187,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2016.12,2860.234,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2017.03,2585.31,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2017.06,2946.76,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2017.09,3150.819,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2017.12,3004.505,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2018.03,2827.124,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2018.06,3236.153,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2018.09,3337.87,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2018.12,3294.508,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2019.03,2939.344,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2019.06,3121.496,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2019.09,3426.489,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2019.12,3480.549,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2020.03,3038.73,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2020.06,2781.015,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2020.09,3319.364,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2020.12,3484.699,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2021.03,3355.684,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2021.06,3585.208,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CA,2021.09,3461.281,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Unadjusted,
BDCQ.SF1CC8CS,2016.06,2793.966,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2016.09,2780.416,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2016.12,2787.361,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2017.03,2823.65,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2017.06,2926.352,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2017.09,2998.639,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2017.12,2927.64,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2018.03,3079.799,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2018.06,3221.722,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2018.09,3178.529,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2018.12,3209.388,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2019.03,3190.803,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2019.06,3114.219,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2019.09,3268.76,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2019.12,3389.081,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2020.03,3283.905,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2020.06,2783.494,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2020.09,3170.398,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2020.12,3390.197,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2021.03,3616.816,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2021.06,3594.367,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CS,2021.09,3309.715,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Seasonally adjusted,
BDCQ.SF1CC8CT,2016.06,2792.516,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2016.09,2782.625,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2016.12,2785.289,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2017.03,2833.482,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2017.06,2923.765,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2017.09,2978.503,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2017.12,3000.368,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2018.03,3090.562,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2018.06,3186.086,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2018.09,3206.626,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2018.12,3200.948,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2019.03,3168.946,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2019.06,3154.932,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2019.09,3263.321,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2019.12,3347.407,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2020.03,3323.643,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2020.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2020.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2020.12,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2021.03,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2021.06,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC8CT,2021.09,,Y,C,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),"Transport Equipment, Machinery and Equipment Manufacturing",Current prices,Trend,
BDCQ.SF1CC9CA,2016.06,475.38,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2016.09,510.192,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2016.12,553.505,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2017.03,463.208,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2017.06,456.87,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2017.09,480.246,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2017.12,527.893,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2018.03,465.71,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2018.06,487.025,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2018.09,493.295,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2018.12,573.572,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2019.03,489.24,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2019.06,506.529,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2019.09,574.399,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2019.12,599.842,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2020.03,507.358,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2020.06,422.222,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2020.09,656.503,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2020.12,632.455,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2021.03,567.372,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2021.06,627.305,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CA,2021.09,586.311,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Unadjusted,
BDCQ.SF1CC9CS,2016.06,494.123,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2016.09,503.013,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2016.12,506.717,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2017.03,497.698,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2017.06,475.266,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2017.09,472.438,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2017.12,483.21,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2018.03,501.483,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2018.06,506.548,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2018.09,483.83,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2018.12,526.054,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2019.03,528.195,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
BDCQ.SF1CC9CS,2019.06,525.103,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Furniture and Other Manufacturing,Current prices,Seasonally adjusted,
